재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 3분기 3개월 	당기 3분기 누적 	전기 3분기 3개월 	전기 3분기 누적 	전기	전전기
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	93,488,427,666	223,713,404,066	44,775,427,409	146,540,663,535		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	dart_OtherGains	      기타이익	7,646,536,465	20,311,896,842	9,109,828,822	31,418,076,540		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	dart_OtherLosses	      기타손실	486,914,388	13,620,514,438	5,668,609,858	11,543,484,067		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	40,042,861,505	119,555,427,569	36,302,822,036	106,660,581,983		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	186,292,310,775	547,670,500,757	170,841,668,249	496,617,394,071		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)	2,518	5,099	1,111	3,469		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)	2,518	5,099	1,111	3,469		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	416,529,006	7,720,230,555	3,149,634,713	6,639,664,895		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	6,659,506,378	23,070,465,855	6,313,360,883	24,856,213,029		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	133,531,289,171	343,268,831,635	81,078,249,445	253,201,245,518		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	19,845,547,528	53,850,914,466	5,311,709,384	40,131,380,143		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)	101,585,701,099	206,444,328,816	46,068,663,159	144,500,423,999		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	121,431,248,627	260,295,243,282	51,380,372,543	184,631,804,142		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_Revenue	      수익(매출액)	319,823,599,946	890,939,332,392	251,919,917,694	749,818,639,589		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	dart_NonOperatingExpense	      기타비용	-1,794,394	502,994,634	498,634,653	649,608,456		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	dart_NonOperatingIncome	      기타수익	2,842,896,587	3,820,412,244	-686,273,925	539,974,280		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익	16,210,601,442	44,179,261,779	2,429,286,514	13,185,518,757		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	737,011,011	2,724,755,124	787,981,675	3,906,817,087		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본 및 희석주당이익	710	1,906	326	622		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석주당이익	698	1,869	314	585		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	2,219,573,215	9,150,895,190	4,615,592,516	14,546,239,533		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	880,936,735	6,034,338,017	2,380,909,170	7,646,067,034		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	18,768,226,177	52,229,263,075	5,297,440,873	21,239,140,897		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	1,921,103,688	2,057,020,610	-8,113,801,662	-7,115,870,203		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익(손실)	15,795,552,255	42,323,101,606	7,123,496,252	13,291,582,285		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	17,716,655,943	44,380,122,216	-990,305,410	6,175,712,082		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_Revenue	      매출액	19,505,237,188	54,954,018,199	6,085,422,548	25,145,957,984		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비및관리비	2,557,624,735	8,050,001,296	2,868,154,359	8,053,622,140		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	dart_NonOperatingExpense	      기타비용	30,393,779,445	105,334,447,974	60,476,319,753	167,265,728,532		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	dart_NonOperatingIncome	      기타수익	19,522,321,194	53,560,235,699	19,316,690,790	81,335,622,443		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	58,435,824,262	185,204,788,168	125,773,062,972	176,886,317,839		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	85,135,942,320	268,662,466,400	87,308,690,236	269,505,988,173		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,075,709,496,272	3,204,997,206,401	1,077,196,966,496	3,248,223,760,775		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본 및 희석주당이익(손실)	1,213	2,246	1,728	2,544		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석주당이익(손실)	1,201	2,209	1,715	2,506		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	6,852,818,814	70,525,284,085	12,398,755,421	52,138,439,585		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	24,124,059,147	61,737,383,811	23,790,221,655	108,832,893,924		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	143,571,766,582	453,867,254,568	213,081,753,208	446,392,306,012		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	16,128,778,978	34,562,475,715	26,034,648,075	45,996,523,074		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	48,706,827,366	90,080,199,904	69,970,252,168	101,654,143,015		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	64,835,606,344	124,642,675,619	96,004,900,243	147,650,666,089		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-09-30	3분기보고서	KRW	ifrs-full_Revenue	      매출액	1,219,281,262,854	3,658,864,460,969	1,290,278,719,704	3,694,616,066,787		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	4,992,766,671	12,399,512,233	558,067,565	8,509,845,668		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	dart_OtherGains	      기타이익	712,280,362	2,798,820,052	3,383,905,865	5,670,578,647		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	dart_OtherLosses	      기타손실	-884,287,960	3,295,759,126	540,432,965	1,589,636,072		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	3,623,750,572	12,661,864,009	6,965,558,746	14,579,465,608		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	40,265,873,536	123,174,584,722	42,721,847,197	127,153,505,739		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)	363	726	205	687		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	1,435,260,209	4,556,790,579	2,070,294,891	7,021,497,006		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	2,172,240,255	7,047,611,800	2,770,191,629	8,019,685,949		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	8,616,517,243	25,061,376,242	7,523,626,311	23,089,311,276		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	1,518,449,314	2,773,670,319	814,664,373	2,591,016,354		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)	5,807,865,725	11,619,724,061	3,286,772,830	10,997,960,832		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	7,326,315,039	14,393,394,380	4,101,437,203	13,588,977,186		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-09-30	3분기보고서	KRW	ifrs-full_Revenue	      수익(매출액)	48,882,390,779	148,235,960,964	50,245,473,508	150,242,817,015		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	63,853,000,000	239,048,000,000	23,730,000,000	457,040,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	dart_OtherGains	      기타이익	5,000,000	435,000,000	20,000,000	42,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	dart_OtherLosses	      기타손실	64,000,000	20,141,000,000	2,502,000,000	4,190,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	18,792,000,000	65,932,000,000	18,505,000,000	67,306,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	entity00500254_BasicEarningsLossPerSharePreferredStocKOfEarningsPerShareAbstract	         우선주기본주당순이익(손실)	624	2,251	179	4,668		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실) 합계	612	2,214	167	4,631		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	1,228,000,000	5,524,000,000	-5,802,000,000	12,420,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	589,000,000	5,571,000,000	-4,394,000,000	14,156,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	82,645,000,000	304,980,000,000	42,235,000,000	524,346,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	5,228,000,000	9,740,000,000	6,849,000,000	16,166,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)	57,927,000,000	209,649,000,000	15,807,000,000	438,462,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	63,155,000,000	219,389,000,000	22,656,000,000	454,628,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-09-30	3분기보고서	KRW	ifrs-full_Revenue	      수익(매출액)	82,645,000,000	304,980,000,000	42,235,000,000	524,346,000,000		
손익계산서, 기능별 분류 - 별도	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2025-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	-630,520,343	321,879,968,854	51,316,334,514	127,408,478,745		
손익계산서, 기능별 분류 - 별도	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2025-09-30	3분기보고서	KRW	dart_OtherGains	      기타수익	-35,473,395,765	160,012,418,439	-84,058,662,900	314,224,887,998		
손익계산서, 기능별 분류 - 별도	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2025-09-30	3분기보고서	KRW	dart_OtherLosses	      기타비용	-75,304,441,158	379,086,465,002	-75,404,690,013	130,254,641,176		
손익계산서, 기능별 분류 - 별도	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2025-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	177,924,961,667	421,769,793,116	117,676,124,574	398,896,866,498		
손익계산서, 기능별 분류 - 별도	[006360]	GS건설	유가증권시장상장법인	411	건물 건설업	12	2025-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,660,002,498,320	5,456,859,018,369	2,043,114,115,465	6,370,575,182,144		
