재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월 	당기 반기 누적 	전기 반기 3개월 	전기 반기 누적 	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-06-30	반기보고서	KRW	entity00113410_udf_IS_2017112133014742_IncomeStatementAbstract	지분법손익	10,810,830,342	13,940,661,527	4,321,258,483	8,999,852,661		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	77,215,740,233	143,080,834,366	91,006,293,507	138,483,411,718		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	17,101,292,639	34,545,656,125	23,917,165,664	39,862,750,798		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	반기순이익(손실)	60,114,447,594	108,535,178,241	67,089,127,843	98,620,660,920		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	반기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분	53,874,884,755	98,497,679,445	61,538,949,431	88,563,668,360		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	6,239,562,839	10,037,498,796	5,550,178,412	10,056,992,560		
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2023-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   지배기업 소유주 기본 및 희석주당이익	2,472	4,482	2,859	3,988		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	308,817,373,901	606,984,791,022	435,741,782,862	830,766,625,587		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	177,568,327,026	351,753,636,466	185,835,697,754	364,031,554,213		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	131,249,046,875	255,231,154,556	249,906,085,108	466,735,071,374		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	41,320,665,363	82,321,893,715	36,709,183,532	71,993,269,405		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	89,928,381,512	172,909,260,841	213,196,901,576	394,741,801,969		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	10,896,036,567	25,524,587,550	4,117,832,907	7,294,696,202		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,516,529,545	5,761,827,999	4,030,757,082	5,761,211,278		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	dart_OtherGains	기타영업외수익	9,038,537,481	22,241,295,287	12,898,043,488	17,130,531,484		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	dart_OtherLosses	기타영업외비용	3,601,173,418	11,440,316,919	9,023,136,581	13,440,813,169		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	entity00160843_udf_IS_201889114827723_IncomeStatementAbstract	지분법이익	27,101,770	27,107,342	2,002,549,445	23,860,404,388		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	entity00160843_udf_IS_2023511171215736_IncomeStatementAbstract	지분법손실	2,844,436,882	4,627,169,018	0	0		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	101,927,917,485	198,872,937,084	219,161,433,753	423,825,409,596		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	21,656,989,303	42,243,577,199	58,217,062,404	104,196,363,534		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)	80,270,928,182	156,629,359,885	160,944,371,349	319,629,046,062		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	80,270,928,182	156,629,359,885	160,944,371,349	319,629,046,062		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	80,270,928,182	156,629,359,885	160,944,371,349	319,629,046,062		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	0	0	0	0		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	1,897	3,652	3,703	7,354		
손익계산서, 기능별 분류 - 연결재무제표	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	1,897	3,652	3,703	7,354		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	1,218,831,195,279	2,506,199,263,412	1,469,817,502,279	2,352,934,064,393		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,013,318,275,896	2,026,754,072,705	1,203,422,463,800	1,921,175,398,864		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	205,512,919,383	479,445,190,707	266,395,038,479	431,758,665,529		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	212,602,553,133	417,505,192,280	207,444,245,565	340,546,487,028		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	-7,089,633,750	61,939,998,427	58,950,792,914	91,212,178,501		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	dart_OtherGains	기타수익	7,484,509,537	38,464,825,471	71,931,310,305	112,003,790,534		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	1,090,180,567	25,915,327,936	50,575,218,350	59,299,673,764		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	30,895,026,485	55,086,540,378	17,434,388,951	73,078,875,261		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	104,910,177,799	219,024,902,541	143,825,425,330	177,450,773,533		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	entity00109693_udf_IS_2017102516929780_IncomeStatementAbstract	지분법투자손익	-44,205,395,683	-53,092,952,880	10,688,019,395	67,052,424,221		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	-118,915,851,777	-142,541,819,081	-35,396,132,115	106,596,821,220		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	-29,091,344,592	-29,077,246,409	-5,710,407,795	28,012,268,040		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	반기순이익(손실)	-89,824,507,185	-113,464,572,672	-29,685,724,320	78,584,553,180		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	반기순이익(손실)의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업소유주지분	-82,190,730,025	-110,907,603,470	-27,498,806,407	70,802,829,082		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	-7,633,777,160	-2,556,969,202	-2,186,917,913	7,781,724,098		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	반기주당이익(손실)						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주 기본 및 희석주당이익(손실)	-3,635	-4,906	-1,217	3,129		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   우선주 기본 및 희석주당이익(손실)	-3,623	-4,881	-1,204	3,154		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	1,970,578,742,239	3,820,647,638,752	1,876,952,458,221	3,391,694,792,245		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,779,202,838,250	3,436,350,662,820	1,636,858,604,244	2,918,454,298,839		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	191,375,903,989	384,296,975,932	240,093,853,977	473,240,493,406		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	119,500,416,361	222,264,608,388	105,481,051,062	212,882,081,107		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	71,875,487,628	162,032,367,544	134,612,802,915	260,358,412,299		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	dart_OtherGains	기타수익	6,622,515,691	60,862,072,606	47,548,166,218	85,821,059,044		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	39,590,959,752	92,894,037,598	46,086,608,062	84,084,067,935		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	39,832,713,096	89,005,971,638	55,990,613,902	86,877,612,119		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	18,900,044,953	30,754,622,670	28,830,745,847	46,425,908,024		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	entity01524093_udf_IS_202087144351256_IncomeStatementAbstract	지분법투자손익	3,318,089,964	1,152,111,246	6,474,094,737	12,961,403,337		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	63,157,801,674	189,403,862,766	169,708,323,863	315,508,510,840		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	27,625,276,605	60,117,381,535	53,703,418,251	96,734,121,340		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	반기순이익	35,532,525,069	129,286,481,231	116,004,905,612	218,774,389,500		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	반기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분	29,923,849,631	119,839,624,417	110,150,044,105	211,242,583,511		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	entity01524093_udf_IS_202087144830401_ProfitLossAttributableToAbstract	   비지배지분	5,608,675,438	9,446,856,814	5,854,861,507	7,531,805,989		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	entity01524093_udf_IS_2020813103345925_EarningsPerShareAbstract	   보통주 반기 기본 및 희석 주당이익	735	2,966	2,685	5,146		
손익계산서, 기능별 분류 - 연결재무제표	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2023-06-30	반기보고서	KRW	entity01524093_udf_IS_202081310357658_EarningsPerShareAbstract	   우선주 반기 기본 및 희석 주당이익	499	1,745	1,520	2,928		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_Revenue	수익(매출액)	79,811,053,843	151,207,518,096	94,795,313,597	182,022,623,440		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	66,822,559,091	126,574,962,712	79,968,975,369	151,942,405,191		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	12,988,494,752	24,632,555,384	14,826,338,228	30,080,218,249		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	6,631,417,406	12,080,139,975	7,593,123,291	13,175,414,240		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	6,357,077,346	12,552,415,409	7,233,214,937	16,904,804,009		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	dart_OtherGains	기타수익	1,021,855,129	2,306,502,804	2,148,482,689	3,141,274,499		
손익계산서, 기능별 분류 - 연결재무제표	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2023-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	507,702,788	1,274,069,382	670,349,090	1,117,097,074		
